iter	TotalF1	MultiClass
203	0.5541361466	1.026224865
204	0.554348944	1.02541068
205	0.5543535967	1.025410664
206	0.5548425298	1.025161426
207	0.5549158189	1.024886062
208	0.5552553888	1.024327511
209	0.555331294	1.02430999
210	0.5553429293	1.024309978
211	0.5553499122	1.024309967
212	0.5562339188	1.023410687
213	0.5571955837	1.022689574
214	0.5574978662	1.022494078
215	0.5579750267	1.02144125
216	0.5589728191	1.020361211
217	0.5598459931	1.018865407
218	0.560413538	1.018056705
219	0.5606264645	1.017505788
220	0.5608523417	1.017259407
221	0.5612426805	1.016099138
222	0.5625454981	1.014500943
223	0.5629334713	1.013883066
224	0.5642181799	1.013089718
225	0.5648542016	1.01237127
226	0.5647062961	1.012196009
227	0.5651996812	1.011391651
228	0.565869029	1.010497877
229	0.5662898284	1.010154045
230	0.5664190192	1.009859877
231	0.5674951479	1.008882774
232	0.5678159248	1.008297072
233	0.5681990709	1.0078371
234	0.5684242389	1.007499026
235	0.5687681854	1.006439836
236	0.5689472133	1.006234717
237	0.5692339141	1.005564478
238	0.5699629349	1.005066529
239	0.5705323183	1.004074195
240	0.5712670019	1.003001981
241	0.5718244884	1.002166321
242	0.5725752332	1.00126885
243	0.5725822964	1.000925467
244	0.5735343114	1.000075791
245	0.5740014554	0.9996895105
246	0.5748589609	0.9986934139
247	0.5743887221	0.998159381
248	0.5753612062	0.9974020692
249	0.5757284084	0.996909742
250	0.5765509825	0.9955356021
251	0.576719639	0.9950985425
252	0.5772903161	0.9947212058
253	0.577104072	0.9942292581
254	0.5781454912	0.9935205648
255	0.5785246725	0.9927220239
256	0.5788338188	0.9917142797
257	0.5793537316	0.9912323768
258	0.579613993	0.990549634
259	0.5800999583	0.9900369115
260	0.581189836	0.9890631798
261	0.5819264741	0.9878887191
262	0.5826778491	0.98650643
263	0.5832624737	0.9858729575
264	0.5846810102	0.9846243861
265	0.5848233128	0.9838389309
266	0.5850791936	0.9830409119
267	0.5856430273	0.9825295059
268	0.5864568741	0.981495668
269	0.5870281088	0.9806059349
270	0.5878258426	0.9800129612
271	0.5891694878	0.9788748155
272	0.589785226	0.9784426817
273	0.5897941984	0.9777545609
274	0.5906027425	0.9768462553
275	0.5911009223	0.9760742451
276	0.5918224434	0.9757327241
277	0.5922223681	0.9749757687
278	0.5925240004	0.9739479255
279	0.5928693797	0.9736295045
280	0.593605869	0.9727614008
281	0.5939555251	0.9722668101
282	0.5941870866	0.9718277935
283	0.5946096696	0.9712345086
284	0.5948267089	0.9703840119
285	0.5955295183	0.9697563383
286	0.5961441013	0.9692831503
287	0.5967970384	0.9687889808
288	0.5970468307	0.9679707138
289	0.5974626016	0.9675334008
290	0.5983010537	0.966239373
291	0.5995374601	0.9650459743
292	0.6000153912	0.9641949695
293	0.6005767183	0.9634423133
294	0.6015240268	0.9623695877
295	0.6029789837	0.9613462889
296	0.6030360226	0.9608168803
297	0.6036901104	0.9602019207
298	0.6041732201	0.9594403296
299	0.6048405565	0.9590301214
300	0.6046794073	0.9585034094
301	0.6059756901	0.9576820984
302	0.6063908703	0.9566500497
303	0.6074720093	0.9556696565
304	0.6079483154	0.955207333
305	0.6089018837	0.954493836
306	0.6098226434	0.9535661793
307	0.6100701281	0.952774128
308	0.6108379671	0.9517877222
309	0.6114255471	0.9509029205
310	0.6120664842	0.9502063776
311	0.6123697532	0.9495962849
312	0.6125177538	0.9490409127
313	0.6128437597	0.9488051228
314	0.6137148164	0.9480647037
315	0.6146334497	0.9471255777
316	0.6154648019	0.946256613
317	0.6159888976	0.9453699591
318	0.6161420539	0.9447052184
319	0.6166353025	0.9441784132
320	0.6167197635	0.9436351862
321	0.6169880236	0.9431138135
322	0.6175211178	0.9426184896
323	0.6178224792	0.941897538
324	0.6181919454	0.9415754423
325	0.618706369	0.9408991608
326	0.6193107444	0.9402076618
327	0.6197396364	0.9396087614
328	0.6203177949	0.9388296303
329	0.6212185756	0.9382161176
330	0.6218985923	0.9374773557
331	0.622005665	0.9367405286
332	0.6222779827	0.9360666001
333	0.6227808447	0.9353098006
334	0.6235069933	0.9347614673
335	0.6241571694	0.9339615284
336	0.6246444628	0.9332810192
337	0.6247091629	0.9328128794
338	0.6254877543	0.9320847534
339	0.6263693862	0.9312479636
340	0.6268693285	0.9305408973
341	0.6273005133	0.9300364967
342	0.628393876	0.9294722176
343	0.6285308703	0.9290750157
344	0.629169926	0.9282996149
345	0.6293839545	0.9279406872
346	0.6296717735	0.9272624973
347	0.6306373082	0.9266077701
348	0.6312542224	0.9260431759
349	0.6314455819	0.9258372181
350	0.6315269125	0.925390088
351	0.6319126687	0.9245709357
352	0.6327368276	0.9238602744
353	0.6328859241	0.9231711243
354	0.6333940102	0.9228031356
355	0.6344520857	0.9218680921
356	0.6343836485	0.9214043805
357	0.6345602472	0.9208003665
358	0.6349008861	0.919855796
359	0.6354305687	0.9191446983
360	0.6360952099	0.9184260065
361	0.6361921621	0.9179873447
362	0.6375493926	0.9171968484
363	0.6373801948	0.9164555239
364	0.6382705224	0.9154635994
365	0.6388048498	0.9146424384
366	0.6393943964	0.9141712131
367	0.6395577775	0.9139598895
368	0.6399539884	0.9132252379
369	0.6401450307	0.9124641736
370	0.640424851	0.9118298994
371	0.6410689397	0.9111781361
372	0.6417713288	0.9105270399
373	0.6422548224	0.9097125492
374	0.6426258033	0.9092770128
375	0.6427666712	0.9087119579
376	0.6438107775	0.9081202745
377	0.6441503104	0.9076258925
378	0.6445984404	0.9072274436
379	0.6449133626	0.9064594364
380	0.6458077125	0.9056923414
381	0.6461085584	0.9052911293
382	0.6464408371	0.9046839466
383	0.646904043	0.9042900716
384	0.6468820117	0.9040541747
385	0.647176292	0.9035414966
386	0.6481160254	0.902814372
387	0.6490919934	0.9019492324
388	0.6492088381	0.9014955413
389	0.6497184668	0.9007147967
390	0.6500626781	0.8999834594
391	0.6505008181	0.8994261111
392	0.6507796843	0.8988215852
393	0.6512963093	0.8982711038
394	0.6516364775	0.8979692285
395	0.6520845956	0.8970914833
396	0.6525832686	0.8964934359
397	0.6529035282	0.8957884751
398	0.6531026956	0.8953363346
399	0.653469979	0.8948180389
400	0.6539112083	0.8943718865
401	0.6541632142	0.8933514131
402	0.6548510001	0.892469628
403	0.6554136283	0.8918436846
404	0.6559819642	0.8914859387
405	0.6560142413	0.8909556513
406	0.6567813354	0.8901570173
407	0.6569933709	0.889803972
408	0.6576790186	0.8887284486
409	0.6579910632	0.8879831041
410	0.6580757027	0.8874759971
411	0.6589548585	0.8865972918
412	0.6595856038	0.8860401668
413	0.6599799663	0.8854883013
414	0.6603185912	0.8851299747
415	0.6608978668	0.8844942061
416	0.6610025606	0.884123842
417	0.6611755609	0.8835318634
418	0.6614177379	0.882988222
419	0.6620213017	0.8822737545
420	0.6620574695	0.8818041367
421	0.6624899828	0.8812273247
422	0.6629320981	0.8806058673
423	0.6635357902	0.8801860849
424	0.6635936399	0.8799344339
425	0.6641332005	0.879456003
426	0.6641414986	0.8788745131
427	0.6645428876	0.878199132
428	0.6650036006	0.8774664275
429	0.6655578509	0.8769698269
430	0.6665668389	0.8762296742
431	0.6667678034	0.875625225
432	0.6671754612	0.8751760155
433	0.6676938387	0.874435711
434	0.6677457908	0.8736671783
435	0.6680203719	0.8732040607
436	0.6687977874	0.8726360759
437	0.6690098966	0.8718313886
438	0.6688816759	0.8710384359
439	0.6695573177	0.870743072
440	0.6697075786	0.870407604
441	0.6700917322	0.8699374779
442	0.6706467745	0.8693247152
443	0.6713983121	0.8685961469
444	0.6716381157	0.8682451529
445	0.6721214882	0.8677278836
446	0.6725804728	0.8671694238
447	0.672768035	0.8669612915
448	0.6736955024	0.8659684976
449	0.6736187878	0.8655195189
450	0.6738678677	0.8648119161
451	0.6743988128	0.8643688184
452	0.6743732454	0.8639371052
453	0.6750507231	0.8634361703
454	0.6760440771	0.862798748
455	0.6761604323	0.8624543286
456	0.6766515963	0.8616528367
457	0.6773761771	0.8609308208
458	0.677626808	0.8604460053
459	0.6778020451	0.8601372396
460	0.6782718795	0.8594499747
461	0.679262715	0.8585957864
462	0.6793421871	0.8582140301
463	0.6799569802	0.8574243963
464	0.6799731722	0.8570777032
465	0.6802244857	0.8566467602
466	0.680415913	0.8558619699
467	0.6812879505	0.8551790232
468	0.6814819622	0.854760657
469	0.6819022245	0.8541834691
470	0.6824140752	0.8534592169
471	0.6827438183	0.8530434848
472	0.6831571043	0.8523681135
473	0.6832754193	0.8519634461
474	0.6834668593	0.8516638329
475	0.6840822858	0.8507992529
476	0.6841897266	0.8502173344
477	0.6848415427	0.8494872919
478	0.6852105307	0.8489523678
479	0.6860072373	0.8480104893
480	0.6858613733	0.8475998272
481	0.6863510652	0.8471574059
482	0.6868997008	0.8465462289
483	0.6871681474	0.8460594266
484	0.6875539255	0.8456220297
485	0.6880586356	0.8451638711
486	0.6889686565	0.8445912225
487	0.6888663184	0.8442410193
488	0.6891106502	0.8434802912
489	0.6895134034	0.8427959475
490	0.6899106403	0.8423973343
491	0.6903314539	0.8418042898
492	0.6901953043	0.84144583
493	0.690415864	0.8408211462
494	0.6906536963	0.8403159393
495	0.6909438882	0.8399892857
496	0.6918414676	0.8393893766
497	0.692168151	0.8390050738
498	0.6922179387	0.8385534523
499	0.6926167812	0.8378776627
500	0.6935897859	0.8371393866
501	0.6936070915	0.8365081
502	0.6937848321	0.8362176762
503	0.6939852325	0.8357715102
504	0.6940459281	0.8352378346
505	0.694446036	0.8348903815
506	0.6953894606	0.834097722
507	0.6958366796	0.8333743704
508	0.6960076264	0.8330030361
509	0.6965806081	0.8323250459
510	0.6968289409	0.831940211
511	0.6974743143	0.8316677039
512	0.6977888324	0.8310665348
513	0.6984143747	0.8301762141
514	0.6986083622	0.8297426335
515	0.699107272	0.8290673336
516	0.6993528189	0.8285295578
517	0.6990801061	0.8282351571
518	0.6993769871	0.8278251848
519	0.699932242	0.8271695169
520	0.7001970571	0.8268726681
521	0.7007874577	0.825974663
522	0.7011217509	0.8251664931
523	0.7018232106	0.8246083169
524	0.7021810454	0.8240274802
525	0.7021775431	0.823523455
526	0.7024216249	0.8231362781
527	0.7026123958	0.8227111571
528	0.7034367242	0.8220290381
529	0.7036740685	0.8215496285
530	0.7040987572	0.8210000699
531	0.7042301968	0.8203331382
532	0.7048504061	0.8195710368
533	0.7051627078	0.8191921524
534	0.7058933694	0.8186315715
535	0.7059473381	0.8182594556
536	0.7059496112	0.8178588711
537	0.7063398309	0.8174489296
538	0.7063402543	0.8170743806
539	0.7068710517	0.8166412478
540	0.7068567536	0.8162262891
541	0.7073539606	0.8156367492
542	0.7075979264	0.8153235918
543	0.7074971107	0.8149368466
544	0.7080793137	0.8143155619
545	0.7084173479	0.8137852747
546	0.7088477486	0.8131648919
547	0.70911466	0.8129112822
548	0.7094395439	0.8124037327
549	0.7095917874	0.8117446184
550	0.7097676169	0.8114459544
551	0.7096895051	0.8111470721
552	0.7097410747	0.8107417844
553	0.710158501	0.8100293048
554	0.7103493547	0.8096308385
555	0.710897077	0.8090740493
556	0.7112387613	0.8086501916
557	0.7119519355	0.8081751626
558	0.7118858954	0.8078205639
559	0.7120041152	0.8073160132
560	0.7125983019	0.8066277091
561	0.712925851	0.8062160421
562	0.7131377136	0.8057142533
563	0.713334791	0.8052345323
564	0.7137584312	0.8046054296
565	0.714126254	0.8041744808
566	0.7144172727	0.8036222766
567	0.7142359892	0.8032123563
568	0.7148585804	0.8027340564
569	0.7152896162	0.8020503259
570	0.7155937523	0.801443839
571	0.7161830207	0.8009867758
572	0.7163341642	0.8003644796
573	0.716762375	0.8000855626
574	0.7170410811	0.7995286057
575	0.7177529491	0.7989617803
576	0.7178518384	0.7985929532
577	0.7179770506	0.7984415847
578	0.7184822159	0.7978674919
579	0.7183706912	0.7975994965
580	0.718677497	0.797091903
581	0.7190751221	0.7965859564
582	0.7195318742	0.7961643936
583	0.7198123522	0.7956324289
584	0.7199629781	0.7953749544
585	0.7200806393	0.7950700148
586	0.7207206929	0.7942753289
587	0.7211060112	0.7937141324
588	0.7212813716	0.7933074526
589	0.7216294805	0.7929838716
590	0.7217315035	0.7922518274
591	0.7226129052	0.7913546334
592	0.7226771065	0.7908490104
593	0.7227794693	0.7906641494
594	0.7232662591	0.7902178281
595	0.7232902123	0.7899302297
596	0.7236334106	0.7893469387
597	0.723846711	0.7891086995
598	0.7239138489	0.7888210921
599	0.7240588264	0.7885321734
600	0.7242385772	0.7882771439
601	0.7242711155	0.787711275
602	0.7243990147	0.7873345975
603	0.7245624604	0.7868200223
604	0.7247523602	0.7865118366
605	0.7246545288	0.7862646613
606	0.7250236276	0.7858293483
607	0.7253111252	0.7853799653
608	0.7252013976	0.7851336765
609	0.7253617787	0.7849147606
610	0.7258223397	0.7844154217
611	0.7260105762	0.7841000012
612	0.7261213056	0.7838622152
613	0.7262654449	0.7832198251
614	0.7264476413	0.7825816547
615	0.7266379581	0.7819758261
616	0.7266568689	0.7816329578
617	0.7271388783	0.7810295034
618	0.7275591383	0.7806419855
619	0.7280938238	0.7801601449
620	0.7283975085	0.7794105737
621	0.7286978628	0.7791968146
622	0.7289690996	0.7787027316
623	0.7294549184	0.7781444877
624	0.7294131919	0.7776320398
625	0.7296360212	0.777275814
626	0.7300221163	0.7767599768
627	0.7302736777	0.7761651865
628	0.7307278287	0.7757168732
629	0.7306997925	0.7753391894
630	0.7309428318	0.7751637757
631	0.7309499588	0.7748169307
632	0.7309713993	0.774454132
633	0.7313168938	0.7739543196
634	0.7319655655	0.7734773826
635	0.7318756071	0.7730589061
636	0.7323099296	0.7726175275
637	0.7324882823	0.7724328117
638	0.7324154495	0.772043284
639	0.7324393756	0.7717513498
640	0.7330330516	0.7710784596
641	0.733789886	0.7706837073
642	0.7340370769	0.770139463
643	0.734031769	0.7698308461
644	0.7339607822	0.7695193627
645	0.734066112	0.7693104328
646	0.7349996265	0.7688518897
647	0.7348924607	0.768529996
648	0.7355467586	0.7678015747
649	0.735844368	0.7671365411
650	0.7362028531	0.7667257228
651	0.73648708	0.7661419561
652	0.7366758517	0.7659037399
653	0.7371363002	0.7652020631
654	0.7374460721	0.7646341378
655	0.7377302598	0.7643387344
656	0.7381616608	0.7640891977
657	0.7385729076	0.7635968314
658	0.739088196	0.7632780203
659	0.7389986806	0.7630548027
660	0.7393057785	0.7627126915
661	0.7394458013	0.7622558662
662	0.7397668018	0.7617054179
663	0.7395830628	0.7614594656
664	0.7398430524	0.7611151469
665	0.740003457	0.7605904284
666	0.7403575447	0.7600331147
667	0.7407439643	0.7594993912
668	0.7412141174	0.7590205169
669	0.7417755427	0.758445734
670	0.741834331	0.7581363856
671	0.7420511886	0.7576109909
672	0.7423467688	0.7570268375
673	0.742937381	0.7565500381
674	0.7433145118	0.7561556535
675	0.7437174196	0.755550146
676	0.7438923301	0.7549158469
677	0.7442177189	0.754186289
678	0.7445137228	0.7536381552
679	0.7451047597	0.7532101561
680	0.7453785567	0.7527800376
681	0.7454496319	0.7524545794
682	0.7456343868	0.7520102922
683	0.7458057567	0.7518365876
684	0.7458619096	0.7513551285
685	0.7460990667	0.7509930774
686	0.7461696362	0.750787217
687	0.7463621049	0.7504933415
688	0.7467145139	0.7500322903
689	0.7467897553	0.7497674359
690	0.747254345	0.7492663792
691	0.7474131697	0.7489044696
692	0.7475370922	0.7485686433
693	0.7477329421	0.7483898636
694	0.7479060982	0.7478642238
695	0.7482291664	0.7473907257
696	0.7484220405	0.7470709579
697	0.7484531694	0.7467076864
698	0.7486973968	0.7463606935
699	0.7491252786	0.745828803
700	0.7494162284	0.7453734566
701	0.7497173164	0.744872751
702	0.7495029064	0.7444676257
703	0.7497833852	0.7440235986
704	0.7499371893	0.7437205353
705	0.7500713446	0.7433084945
706	0.7505210035	0.7429871916
707	0.7510530207	0.742355662
708	0.7510411995	0.7419019063
709	0.7511087167	0.7415593651
710	0.7516926611	0.7409739804
711	0.7517258219	0.7406351052
712	0.7520858571	0.7400575529
713	0.7524883165	0.7397818438
714	0.7523315475	0.7394416018
715	0.7525315089	0.7390792819
716	0.7528281106	0.7387499417
717	0.7530046646	0.7384822646
718	0.7531669009	0.7380957061
719	0.7535890104	0.7375751421
720	0.7538394361	0.737037836
721	0.7542814993	0.7365204225
722	0.7546125151	0.7359875884
723	0.7549000477	0.7356494941
724	0.7550900236	0.7352629439
725	0.7552433814	0.7349235233
726	0.755533443	0.7345617578
727	0.7559866258	0.7340835478
728	0.7560004488	0.7337756406
729	0.7561895567	0.7334312914
730	0.756515547	0.7329817655
731	0.7564962598	0.7326596848
732	0.7568228774	0.7322550561
733	0.7567689104	0.7319145134
734	0.7569259654	0.7315440092
735	0.7571173218	0.7309829209
736	0.7573977204	0.7304797428
737	0.7575576136	0.7299829907
738	0.7578110084	0.7296889249
739	0.758035492	0.7292861928
740	0.7582203226	0.7288705811
741	0.7582253783	0.7285124976
742	0.7583569397	0.7281921057
743	0.7583364914	0.7279669976
744	0.7585928546	0.7274080069
745	0.7585176081	0.7270442561
746	0.7589694709	0.7266539102
747	0.7592982024	0.7263589386
748	0.7593817155	0.7261252647
749	0.7596150612	0.7257494415
750	0.7596341223	0.725387849
751	0.7601128564	0.7248408423
752	0.7602128011	0.724513702
753	0.7606940688	0.7239923281
754	0.7609622091	0.7235163615
755	0.7610149345	0.7232159577
756	0.7613634206	0.7226862654
757	0.7614937009	0.722494359
758	0.7615533882	0.7220121821
759	0.7619150729	0.721575258
760	0.7621727587	0.7212767831
761	0.7622882076	0.721055415
762	0.7625527906	0.7205597817
763	0.7627414014	0.7200732624
764	0.7631150752	0.7199007646
765	0.7632758599	0.7193071355
766	0.763052925	0.7189847235
767	0.7633214056	0.7184849756
768	0.7634053681	0.7180402974
769	0.7637811386	0.717480504
770	0.763998511	0.717272947
771	0.764128336	0.7170267047
772	0.7647320618	0.7163800406
773	0.7648932485	0.7159534502
774	0.7650748669	0.7154788066
775	0.764963373	0.715130896
776	0.7649791105	0.7148032246
777	0.7653590805	0.7143928725
778	0.7654977206	0.7139916341
779	0.7657188083	0.7137499171
780	0.7658715191	0.713402388
781	0.7659496963	0.7132196158
782	0.7659167605	0.7130237752
783	0.7660161519	0.7128134641
784	0.7662489121	0.7126094259
785	0.7664398751	0.7121751519
786	0.7668463382	0.7116617276
787	0.7671209323	0.711232127
788	0.7673850799	0.7109404373
789	0.7676913085	0.7105786652
790	0.7677178546	0.7104106634
791	0.7676127343	0.7100507047
792	0.7679118035	0.7097720476
793	0.7679696046	0.7096035005
794	0.7682912957	0.7091370503
795	0.7685808755	0.7087471309
796	0.7689058772	0.7082691662
797	0.7690038651	0.7078725369
798	0.7690132155	0.7075752285
799	0.769274618	0.7072204946
800	0.7694329131	0.7066347395
801	0.7697490398	0.7063206054
802	0.7699490502	0.7058402431
803	0.770120079	0.7055860104
804	0.7702282164	0.7053955579
805	0.7702558199	0.7052319182
806	0.7706332909	0.7047731116
807	0.7708371444	0.7043833232
808	0.7707593522	0.7040149835
809	0.7707549746	0.7036412136
810	0.7711033471	0.703219145
811	0.7712987499	0.7028891828
812	0.7716577862	0.7026336618
813	0.7716650658	0.702464739
814	0.7717325562	0.7021243871
815	0.7717429877	0.7020158986
816	0.7718503894	0.7018442275
817	0.7722610861	0.7016773858
818	0.7719512727	0.701546054
819	0.7721280738	0.7014092511
820	0.7722750328	0.7011534923
821	0.7724002608	0.700695498
822	0.7727614598	0.7003368133
823	0.7728975589	0.7000915184
824	0.7729812419	0.6997952857
825	0.7730321279	0.6993196081
826	0.7731463238	0.6988984392
827	0.7732111144	0.6983535943
828	0.7736960125	0.6980919121
829	0.7737896973	0.6977408264
830	0.7741084433	0.6974793111
831	0.7742768718	0.6971607165
832	0.7744016582	0.6969600917
833	0.7746097996	0.6964904515
834	0.7745431635	0.6961350557
835	0.7747539828	0.6955403705
836	0.774980274	0.6951578589
837	0.7751150137	0.6948948164
838	0.7755403912	0.6942460421
839	0.7755116609	0.6940250642
840	0.7755871651	0.6935932525
841	0.7758012476	0.6933029984
842	0.7760486632	0.6928551469
843	0.7764301976	0.6924840113
844	0.7764427814	0.6922132877
845	0.7767769763	0.69180811
846	0.7773505294	0.6913864289
847	0.7773688478	0.6910606659
848	0.7779331936	0.6906981968
849	0.7778850581	0.6904820678
850	0.7780648723	0.6902053241
851	0.7783057724	0.6899046662
852	0.7782637074	0.6896580338
853	0.7785320731	0.6891217932
854	0.7786667568	0.6888454716
855	0.7788736005	0.6884319962
856	0.7793943615	0.6879202928
857	0.7794857966	0.6877606267
858	0.7794974342	0.6873971123
859	0.7798975388	0.6869616826
860	0.7801921367	0.6864756423
861	0.7801880852	0.6861453095
862	0.7804241679	0.6858716483
863	0.7805927581	0.6853422959
864	0.7810356929	0.6847689903
865	0.7810794676	0.6844377103
866	0.7811295518	0.6841303361
867	0.7812025954	0.6838918811
868	0.7809531723	0.6836225161
869	0.7813347356	0.6831431597
870	0.7813026751	0.6829306792
871	0.7815036792	0.6827434356
872	0.7818040817	0.682048174
873	0.7818386188	0.6819256337
874	0.7821109179	0.6816084824
875	0.7823332722	0.6812813201
876	0.7824444132	0.6810712877
877	0.7828314733	0.6807646051
878	0.7830207005	0.6803517402
879	0.7829466861	0.6799671093
880	0.7832717824	0.6793128253
881	0.7833861389	0.6787334708
882	0.7837667717	0.6784881601
883	0.783929955	0.6781219712
884	0.7839723627	0.677946667
885	0.7843904226	0.6775735147
886	0.7846417834	0.6770597657
887	0.7847599783	0.67692324
888	0.7849132681	0.6766835219
889	0.7850810004	0.6762981112
890	0.7856421044	0.6758514948
891	0.7857773553	0.6755961133
892	0.7858298017	0.6753783196
893	0.7860876663	0.6751295194
894	0.7862032965	0.6745776371
895	0.786460204	0.6743628874
896	0.7867997845	0.6739875541
